objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
INV00011,INV00011.JPG,,,Manifestantes del final de la marcha con banderas,Archivo personal de Manuel Velandia Mora,1996,"Marchantes van sobre la carrera séptima a la altura de la Universidad Javeriana. Se visualizan dos banderas de la diversidad. Al costado izquierdo se observan transeúntes viendo la marcha. Al costado derecho, John García (gorra, camiseta y chaleco oscuros) lleva el extremo de la bandera que cubre su cara. En el centro de la imagen, hay dos integrantes de la revista ""Indetectable"" . A la derecha y llevando un extremo de la bandera, está Mauricio Sarmiento (Esqueleto y pantaloneta blancos);  en ese mismo costado va en bicicleta Rafael Sandoval (Camisa a cuadros).",blanco y negro;negativo;90s;formato vertical;segunda marcha;,Bogotá,4.630705,-74.064349,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00012,INV00012.JPG,,,John y Germán,Archivo personal de Manuel Velandia Mora,1996,"Se observa a John García (gorra y camiseta oscuras). Detrás de John García está Germán Conde, integrante de Apoyémonos.",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.630705,-74.064349,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00013,INV00013.JPG,,,"La ""cola"" de la marcha, toma 1",Archivo personal de Manuel Velandia Mora,1996,"Se observan a los manifestantes de espaldas sobre la carrera séptima, a la altura de la Universidad Javeriana, llevando la bandera de la diversidad. En el centro del costado izquierdo se observa a John García (gorra, camiseta y pantalón oscuros) de espaldas llevando un extremo de la bandera.",blanco y negro;negativo;90s;formato vertical;,Bogotá,4.630705,-74.064349,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00014,INV00014.JPG,,,"La ""cola"" de la marcha, toma 2",Archivo personal de Manuel Velandia Mora,1996,"Marchantes van de espaldas sobre la carrera séptima a la altura de la Universidad Javeriana, llevando una banderas de la diversidad. Al costado izquierdo se observa una valla publicitaria de la marca Sanyo. En la esquina inferior izquierda y de espaldas está Rafael Sandoval (camisa oscura a cuadros y bermuda de color claro) llevando una bicicleta; a su izquierda, está Mauricio Sarmiento.",blanco y negro;negativo;90s;formato vertical;,Bogotá,4.630705,-74.064349,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00015,INV00015.JPG,,,"Marchantes con la bandera, a la altura de la calle 48",Archivo personal de Manuel Velandia Mora,1996,"Marchantes van por la carrera séptima llevando la bandera de la diversidad, algunos a pie y otros en bicicleta. Se ve a Edgar Jiménez (buzo blanco, pantaloneta y gorra oscuras). A su derecha está Jairo (camiseta blanca y jean) motando bicicleta.",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.635472,-74.063705,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00016,INV00016.JPG,,,"Manuel Antonio Velandia con la Bandera en sus gafas, toma 1",Archivo personal de Manuel Velandia Mora,1996,Manuel Velandia en plano americano con camiseta color naranja y unas gafas de sol que tienen una banderita de la diversidad. Lleva protectores de muñecas como parte del atuendo de patinaje.,blanco y negro;negativo;90s;formato vertical;,Bogotá,4.635852,-74.063667,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00017,INV00017.JPG,,,Manifestantes sosteniendo la Bandera,Archivo personal de Manuel Velandia Mora,1996,"Manifestante de espaldas sostienendo junto a otros la bandera de la diversidad. Al costado izquierdo aparece Liliana Gómez Ángel (pantalón blanco, camiseta a rayas y chaqueta blanca amarrada en la cintura).",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.652214,-74.056760,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00018,INV00018.JPG,,,"Marchantes con la bandera, a la altura de la calle 70",Archivo personal de Manuel Velandia Mora,1996,Dos participantes sonriendo mientras sostienen la bandera de la diversidad.,blanco y negro;negativo;90s;formato vertical;,Bogotá,4.652494,-74.056583,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00019,INV00019.JPG,,,John y otro joven sostienen la Bandera,Archivo personal de Manuel Velandia Mora,1996,"Dos participantes jóvenes sostienen la bandera de la diversidad y sonríen mirando a la cámara. Uno de ellos es John García (gorra, camiseta, chaleco y pantalón oscuros).",blanco y negro;negativo;90s;formato vertical;,Bogotá,4.652708,-74.056449,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00020,INV00020.JPG,,,Liliana y los marchantes,Archivo personal de Manuel Velandia Mora,1996,"De izquierda a derecha: Néstor Torres, un participante llamado Alex, Liliana Gómez Ángel y Sergio Montealegre.",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.652708,-74.056449,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00021,INV00021.JPG,,,"Marchantes con la bandera, a la altura de la calle 72, toma 1",Archivo personal de Manuel Velandia Mora,1996,"Al costado izquierdo aparece Nelson Alvarado (pantaloneta clara y chaqueta oscura) quien gritando se lleva la mano a la cara mientras sostiene un extremo de la bandera de la diversidad. En el centro está Robinson Parra (pantalón blanco, camisa a cuadros y gafas oscuras), quien lleva el otro extremo de la bandera. Al costado derecho está Jairo motando bicicleta (camiseta blanca y jean claro). Al final de la fila de hombres que llevan la bandera está Abraham (camisa y pantalón blancos). Detrás de ellos, en el edificio se observa una valla que dice: ""Link"".",blanco y negro;negativo;90s;formato vertical;,Bogotá,4.654106,-74.055642,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00022,INV00022.JPG,,,"Marchantes con la bandera, a la altura de la calle 72, toma 2",Archivo personal de Manuel Velandia Mora,1996,"Manifestantes llevan la bandera del orgullo. Al fondo se observa un edificio con una valla publicitaria que dice: ""Link"". Al costado izquierdo aparece Nelson Alvarado (pantaloneta clara y chaqueta oscura), quien gritando se lleva la mano a la cara mientras sostiene un extremo de la bandera de la diversidad. En el centro está Robinson Parra (pantalón blanco, camisa a cuadros y gafas oscuras), quien lleva el otro extremo de la bandera. Al final de la fila de hombres que llevan la bandera se encuentra Abraham (camisa y pantalón blancos)",blanco y negro;negativo;90s;formato vertical;,Bogotá,4.654106,-74.055642,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 2",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00023,INV00023.JPG,,,"Marchantes con la bandera, a la altura de la calle 62, toma 1",Archivo personal de Manuel Velandia Mora,1996,"Paso de los manifestantes por la carrera séptima con calle 63 frente al almacén ""Carulla"". Al frente, de izquierda a derecha, están Liliana Gómez Ángel, Nestor Alvarado y Robinson Parra. Al lado derecho de Robinson Parra, en el centro se observa a Jairo montando bicicleta (jean claro y camiseta blanca) Al costado derecho se observan personas montando bicicleta en sentido contrario a la marcha.",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.647244,-74.060006,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00024,INV00024.JPG,,,"Marchantes con la bandera, a la altura de la calle 62, toma 2",Archivo personal de Manuel Velandia Mora,1996,"Manifestantes en la carrera séptima con calle 63 frente al almacén ""carulla"". Al frente, y llevando los extremos de la bandera, están Nestor Alvarado (izquierda), y Robinson Parra (derecha).",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.647244,-74.060006,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00025,INV00025.JPG,,,"Marchantes con la bandera, a la altura de la calle 63",Archivo personal de Manuel Velandia Mora,1996,"Manifestantes frente al Carulla de la calle 63 con carrera séptima. En el centro, detrás de los participantes que llevan la bandera, aparece Mauricio Sarmiento (esqueleto y pantalón). A la izquierda de Mauricio Sarmiento está John García (camiseta, gorra y chaleco oscuros).",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.647942,-74.059664,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00026,INV00026.JPG,,,Richard Tarry en su bicicleta; entre los manifestantes,Archivo personal de Manuel Velandia Mora,1996,"Al costado izquierdo se observa a Sergio Montealegre (camiseta y gafas oscuras y bermudas blancas). A la derecha, llevando la bandera, se observa a Rafael Sandoval (camisa oscura a cuadros y bermudas de color claro).",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.647942,-74.059664,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00027,INV00027.JPG,,,Manifestantes por la ciclovía,Archivo personal de Manuel Velandia Mora,1996,"Se observan manifestantes a pie y montando bicicleta. Al costado izquierdo se observan locales comerciales. En el centro está Edgar Jiménez (camiseta blancas, pantaloneta y gorra oscuras). En el centro también está Germán Rincón Perfetti montando bicicleta, y a su derecha está Rafael Sandoval (camisa oscura a cuadros, pantaloneta blanca).  A la derecha, se observa a Mauricio Sarmiento (patines, esqueleto y pantaloneta blancos) . A la izquierda, detrás de Edgar Jiménez, está Nestor Torres (camiseta blanca y bermudas claras), y está Alex a su derecha (camiseta blanca y bermudas negras.)",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.650227,-74.058444,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00028,INV00028.JPG,,,"""Pausa y conitnuamos""",Archivo personal de Manuel Velandia Mora,1996,"Cinco hombres aparecen sentados sobre la bandera de la diversidad. Entre ellos se encuentran Robinson Parra (camisa a cuadros) gritando, y Abraham (camisa y pantalones blancos, y gafas). Al fondo, en el costado derecho, está Germán Rincón Perfetti en bicicleta. Arriba, en el fonde de la imagen, aparece Rafael Sandoval agarrando un extremo de la bandera (camisa a a cuadros).",blanco y negro;negativo;90s;formato vertical;,Bogotá,4.650227,-74.058444,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00029,INV00029.JPG,,,Manifestante sin identificar,Archivo personal de Manuel Velandia Mora,1996,"Manifestante no identificado (camiseta y pantaloneta blancas, gorra oscura) sostienendo la bandera de la diversidad. A su derecha, se observa a la distancia a Edgar Jiménez (gorra y bermudas oscuras, camiseta blanca). De fondo se observa la carrera séptima con manifestantes que van a pie y en bicicleta.",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.650869,-74.057945,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00030,INV00030.JPG,,,"Marchantes con la Bandera, a la altura de la calle 68",Archivo personal de Manuel Velandia Mora,1996,"Manifestantes llevando la bandera de la diversidad. Llevando el extremo izquierdo de la bandera está Nelson Alvarado (esqueleto y pantaloneta blancos, chaqueta oscura), y llevando el extremo derecho está Robinson Parra (gafas oscuras, camisa a cuadros, pantalón blanco).",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.650869,-74.057945,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00031,INV00031.JPG,,,Manifestante sin identificar,Archivo personal de Manuel Velandia Mora,1996,"Manifestante no identificado (gafas, gorra y bermudas). Lleva una camiseta estampada que dice ""Conocer es prevenir el sida"". También lleva una riñonera que dice ""COMCEL"". El manifestante mira a la cámara mientras sostiene la bandera.",blanco y negro;negativo;90s;formato vertical;,Bogotá,4.651665,-74.057158,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00032,INV00032.JPG,,,Participantes de la marcha,Archivo personal de Manuel Velandia Mora,1996,"Al costado derecho aparece Robinson Parra (camisa a cuadros, pantalón claro, gafas negras), y a su izquierda están tres manifestantes no identificados.",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.652200,-74.056775,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00033,INV00033.JPG,,,Manifestante sin identificar,Archivo personal de Manuel Velandia Mora,1996,"Manifestantes no identificados llevando la bandera de la diversidad. Entre ellos resaltan un hombre llevando un extremo de la bandera (Camisa oscura, chaqueta puesta parcialmente, sombrero en mano), y detrás de él un joven llevando otro borde de la bandera (saco y pantolenas blancos, gorra oscura).",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.652200,-74.056775,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00034,INV00034.JPG,,,Manifestante llevando la Bandera sobre la calle 70,Archivo personal de Manuel Velandia Mora,1996,"Joven llevando un extremo de la bandera de la diversidad mientras mira a la cámara.  Detrás del joven aparece John García (camiseta, gorra y chaleco oscuros). Al costado derecho se divisa apenas la figura de Abraham (camisa y pantalones blancos).",blanco y negro;negativo;90s;formato horizontal;,Bogotá,4.652200,-74.056775,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 3",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00035,INV00035.JPG,,,"Manifestantes con la Bandera, a la altura de la calle 44, toma 1",Archivo personal de Manuel Velandia Mora,1996,"Manifestantes llevando la bandera de la diversidad sobre la carrera séptima. Al costado izquierdo, en lo último de la fila, se divisa a John García (camiseta y gorra negros, chaleco verde). Llevando un extremo de la bandera, y detrás del hombre vestido de vaquero, está Abraham (camisa y pantalones blancos, saco blanco con rayas rojas).",fotografía a color;negativo;90s;formato vertical;,Bogotá,4.634955,-74.063736,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 4",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00036,INV00036.JPG,,,"Manifestantes en el punto de cierre de la marcha, toma 1",Archivo personal de Manuel Velandia Mora,1996,"Manifestantes sentados sobre la bandera de la diversidad en medio de la vía de la carrera séptima con calle 72. En primer plano se observa a Manuel Velandia (camiseta naranja y gafas de sol con una pequeña bandera de la diversidad). Justo detrás de Manuel está Nelson Alvarado (esqueleto blanco) levantando el puño, y junto a Nelson está Robinson Parra (camisa roja a cuadros). Hacia el costado izquierdo, y detrás del hombre con sombrero blanco, se encuentra Jairo arrodillado (gafas oscuras, camiseta blanca y blue jean). En donde termina la bandera están sentados Mauricio Sarmiento (pantaloneta y esqueleto blancos), y Rafael Sandoval (camisa a cuadros, bermudas blancas). Detrás de Rafael está Germán Perfetti montando bicicleta. Detrás de Mauricio Sarmiento está de pie Liliana Gómez Ángel (camiseta a rayas, chaqueta amarrada a la cintura y pantalón blanco). A la derecha de Liliana está Sergio Montealegre (gafas y camiseta oscuras, pantaloneta blanca).",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.654564,-74.055419,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 4",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00037,INV00037.JPG,,,Patinadores y caminantes,Archivo personal de Manuel Velandia Mora,1996,"Seis manifestantes sentados en el separador de la carrera séptima. En la mitad de ellos está Manuel Velandia (camiseta naranja, patines y gafas de sol con una banderita de la diversidad). Frente a Manuel se encuentra Nelson Alvarado (esqueleto blanco y chaqueta amarrada a la cintura).",fotografía a color;negativo;90s;formato horizontal;,Bogotá,4.651716,-74.057115,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 4",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00038,INV00038.JPG,,,Algunos de los marchantes toman un descanso,Archivo personal de Manuel Velandia Mora,1996,"En primera fila, de izquierda a derecha: Rafael Sandoval, la cuarta persona es Mauricio sarmiento, y a su lado está Liliana Gómez Ángel. Detrás de ellos, en segunda fila, están de izquierda a derecha: Manuel Velandia, quien es la tercera persona, y al final de la fila Robinson Parra.",fotografía a color;negativo;90s;formato horizontal;,Bogotá,4.651716,-74.057115,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 4",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00039,INV00039.JPG,,,Manifestante no identificado,Archivo personal de Manuel Velandia Mora,1996,Manifestante sin identificar patinando sobre la vía en sentido norte-sur.,fotografía a color;negativo;90s;formato vertical;,Bogotá,4.651716,-74.057115,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 4",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00040,INV00040.JPG,,,Manifestante sin identificar,Archivo personal de Manuel Velandia Mora,1996,Joven sin identificar patinando sobre la carrera séptima.,fotografía a color;negativo;90s;formato vertical;,Bogotá,4.651716,-74.057115,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 4",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00041,INV00041.JPG,,,"Momentos, antes de iniciar el recorrido, toma 1",Archivo personal de Manuel Velandia Mora,1996,Manifestantes en el Parque Nacional esperando a iniciar su recorrido. En primera fila de izquierda a derecha están Jairo y Abraham. En el costado izquierdo está Mauricio Sarmiento de pie.,fotografía a color;negativo;ampliación fotográfica;90s;,Bogotá,4.624382,-74.065907,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 4",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00042,INV00042.JPG,,,"Momentos, antes de iniciar el recorrido, toma 2",Archivo personal de Manuel Velandia Mora,1996,"Manifestantes en el Parque Nacional sentados sobre la bandera de la diversidad. Al final de la bandera, de izquierda a derecha, están Mauricio Sarmiento y Rafael Sandoval.",fotografía a color;negativo;90s;formato vertical;,Bogotá,4.624382,-74.065907,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 4",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
